date,well_000,well_002,well_004,well_005,well_008,well_010,well_013,well_015,well_021,well_022,well_023,well_024,well_031,well_032,well_038,well_039,well_041,well_044,well_048,well_050,well_053,well_059,well_060
1980-01-01,240.69,,,,214.99,,222.53,,219.82,,220.84,,,,,,,,220.8,183.93,222.39,221.61,
1980-02-01,,,,,,,,,,,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,,,,,,,,,,,
1980-04-01,239.92,,,,214.86,,222.05,,219.4,,220.68,,,,,,,,220.29,183.93,221.85,221.05,
1980-05-01,,,,,,,,,,,,,,,,,,,,,,,
1980-06-01,239.81,,,,219.5,,217.86,,219.19,,217.21,,,,,,,,,189.86,221.54,,
1980-07-01,,,,,,,,,,,,,,,,,,,,,,,
1980-08-01,242.38,,,,215.42000000000002,,223.47,,220.63,,221.65,,,,,,,,220.67,192.48,223.24,221.89,
1980-09-01,,,,,,,,,,,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,,,,,,,,,
1980-11-01,242.02,,,,214.5,,223.69,,219.35,,220.16,,,,,,,,220.65,192.1,222.71,222.19,
1980-12-01,,,,,,,,,,,,,,,,,,,,,,,
1981-01-01,241.57,,,,214.85,,222.75,,219.54,,220.01,,,,,,,,220.44,,223.85,221.25,
1981-02-01,,,,,,,,,,,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,,,,,,,,,,,
1981-04-01,240.65,,,,213.6,,222.7,,219.64,,218.79,,,,,,,,219.46,,220.8,221.35,
1981-05-01,,,,,,,,,,,,,,,,,,,,,,,
1981-06-01,240.47,,,,214.17000000000002,,222.03,,219.67,,219.92,,,,,,,,,191.52,222.23,220.85,
1981-07-01,,,,,,,,,,,,,,,,,,,,,,,
1981-08-01,242.93,,,,214.6,,223.8,,220.88,,220.44,,,,,,,,222.71,,223.85,222.83,
1981-09-01,,,,,,,,,,,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,
1981-11-01,242.52,,,,,,223.37,,220.51,,220.35,,,,,,,,221.01,,223.55,226.37,
1981-12-01,,,,,,,,,,,,,,,,,,,,,,,
1982-01-01,240.5,,,,,,222.87,,220.27,,219.84,,,,,,,,220.9,192.0,223.38,222.1,
1982-02-01,,,,,,,,,,,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,,,,,,,,,,,
1982-04-01,241.64,,,,,,222.97,,220.2,,219.95,,,,,,,,220.71,191.88,223.22,221.91,
1982-05-01,,,,,,,,,,,,,,,,,,,,,,,
1982-06-01,240.49,,,,,,222.48,,219.64,,219.77,,,,,,,,,191.06,222.55,220.75,
1982-07-01,,,,,,,,,,,,,,,,,,,,,,,
1982-08-01,,,,,214.41,,224.1,,220.87,,220.04,,,,,,,,222.16,191.55,223.97,222.37,
1982-09-01,,,,,,,,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,,,,,,,,,,,
1982-11-01,238.01,,,,214.5,,222.55,,220.39,,217.64,,,,,,,,222.56,,223.9,222.25,
1982-12-01,,,,,,,,,,,,,,,,,,,,,,,
1983-01-01,241.06,,,,214.5,,222.9,,220.34,,220.34,,,,,,,,221.76,,222.1,221.95,
1983-02-01,,,,,,,,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,,,,,,,,,,,
1983-04-01,240.53,,,,213.6,,222.6,,219.99,,218.96,,,,,,,,219.46,,220.7,221.22,
1983-05-01,,,,,,,,,,,,,,,,,,,,,,,
1983-06-01,,,,,213.93,,222.57,,219.79,,219.76,,,,,,,,,191.09,222.84,220.76,
1983-07-01,,,,,,,,,,,,,,,,,,,,,,,
1983-08-01,243.83,,,,215.1,,224.87,,221.51,,220.68,,,,,,,,223.86,191.76,225.5,223.52,
1983-09-01,,,,,,,,,,,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,
1983-11-01,242.51,,,,214.89,,223.63,,220.18,,221.26,,,,,,,,222.46,192.03,223.7,222.35,
1983-12-01,,,,,,,,,,,,,,,,,,,,,,,
1984-01-01,242.39,,,,214.76,,223.64,,220.12,,221.15,,,,,,,,222.19,191.98,223.61,222.36,
1984-02-01,,,,,,,,,,,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,,,,,,,,,,,
1984-04-01,241.03,,,,214.47,,222.51,,219.64,,220.81,,,,,,,,221.37,191.74,223.2,221.6,
1984-05-01,,,,,,,,,,,,,,,,,,,,,,,
1984-06-01,238.13,,,,214.3,,223.54,,220.62,,220.31,,,,,,,,220.91,191.56,223.34,220.99,
1984-07-01,,,,,,,,,,,,,,,,,,,,,,,
1984-08-01,242.23,,,,214.55,,224.74,,221.46,,221.06,,,,,,,,221.35,191.59,224.5,221.94,
1984-09-01,,,,,,,,,,,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,
1984-11-01,242.1,,,,214.1,,223.29,,219.97,,221.07,,,,,,,,220.87,192.46,224.92,221.6,
1984-12-01,,,,,,,,,,,,,,,,,,,,,,,
1985-01-01,241.89,,,,214.19,,223.14,,219.89,,221.01,,,,,,,,220.76,191.39,223.08,221.13,
1985-02-01,,,,,,,,,,,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,240.12,,,,,,,,219.08,,220.26,,,,,,,,219.56,190.88,221.56,219.91,
1985-06-01,,,,,,,,,,,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,,,,,,,,,,,
1985-08-01,242.45,,,,214.5,,224.33,,220.62,,220.33,,,,,,,,220.36,191.16,224.18,221.91,
1985-09-01,,,,,,,,,,,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,
1985-11-01,,,,,214.48,,222.27,,219.74,,220.45,,,,,,,,220.89,191.16,,221.86,
1985-12-01,,,,,,,,,,,,,,,,,,,,,,,
1986-01-01,242.23,,,,214.42000000000002,,221.87,,220.05,,220.33,,,,,,,,220.88,191.11,223.45,221.87,
1986-02-01,,,,,,,,,,,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,,,,,,,,,,,
1986-05-01,240.87,,,,220.44,,221.16,,219.48,,219.94,,,,,,,,220.13,190.45,222.37,,
1986-06-01,,,,,,,,,,,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,,,,,,,,,,,
1986-08-01,242.2,,,,214.27,,221.61,,220.24,,221.08,,,,,,,,220.22,190.74,223.82,221.53,
1986-09-01,,,,,,,,,,,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,
1986-11-01,242.92,,,,213.92000000000002,,221.86,,220.01,,220.0,,,,,,,,220.34,190.57,223.89,221.53,
1986-12-01,,,,,,,,,,,,,,,,,,,,,,,
1987-01-01,241.65,,,,214.11,,220.91,,219.89,,219.93,,,,,206.3,,,220.23,190.46,223.5,221.66,
1987-02-01,,,,,,,,,,,,,,,,,,,,,,,
1987-03-01,,,,,,,,,,,,,,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,,,,,,,,,,,
1987-05-01,240.45,,,,,,220.09,,219.07,,219.48,,,,,,,,219.26,,222.02,220.66,
1987-06-01,,,,,,,,,,,,,,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,,,,,,,,,,,
1987-08-01,240.62,,,,213.4,,219.7,,219.46,,219.64,,,,,205.73,,,219.03,189.66,221.78,220.74,
1987-09-01,,,,,,,,,,,,,,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,,,,,,,,,,,
1987-11-01,240.23,,,,213.4,,219.69,,219.1,,219.63,,,,,205.66,,,218.71,189.15,221.59,220.45,
1987-12-01,,,,,,,,,,,,,,,,,,,,,,,
1988-01-01,240.2,,,,221.55,,219.9,,219.25,,219.38,,,,,205.59,,,218.51,189.39,221.48,220.15,
1988-02-01,,,,,,,,,,,,,,,,,,,,,,,
1988-03-01,,,,,,,,,,,,,,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,,,,,,,,,,,
1988-05-01,239.4,235.25,,,220.31,223.3,218.48,,218.72,,219.98,,,,,204.77,,,217.61,188.77,221.02,219.43,
1988-06-01,,,,,,,,,,,,,,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,,,,,,,,,,,
1988-08-01,243.72,236.85,,,221.79,225.86,223.2,,221.89,,219.72,,,,,205.16,,,218.63,189.12,223.73,221.28,
1988-09-01,,,,,,,,,,,,,,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,,,,,,,,,,,
1988-11-01,242.94,236.89,,,222.64,226.67,222.46,,220.5,,221.27,,,,,205.48,,,219.83,189.37,224.07,220.76,
